Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_N-fHP,mean_L-fHP
CD1C,-0.645786404,-0.315104918,-7.974045692,9.04E-13,2.66E-09,18.5892888,-0.759744737,-0.113958333
POMC,-1.514937719,0.09330082,-7.675694992,4.40E-12,6.46E-09,17.07782294,-0.949771053,0.565166667
FNDC1,-0.885821366,-0.074927049,-7.374493,2.13E-11,2.09E-08,15.57133929,-0.684836842,0.200984524
CD86,-0.672701316,-0.069054918,-7.073497115,1.01E-10,7.40E-08,14.08811559,-0.532226316,0.140475
IL12B,-1.266579574,0.523460656,-6.94674602,1.92E-10,1.13E-07,13.4708597,-0.348610526,0.917969048
CD6,-1.120532644,0.973709016,-6.903049847,2.40E-10,1.18E-07,13.25913801,0.202194737,1.322727381
CD207,-0.656377882,-0.160422951,-6.764073676,4.85E-10,2.03E-07,12.58955006,-0.612355263,0.044022619
RET,-0.717279135,-0.057454098,-6.656017972,8.33E-10,3.06E-07,12.07307223,-0.551318421,0.165960714
IL12A_IL12B,-1.495059023,0.796040164,-6.593814908,1.14E-09,3.38E-07,11.77746036,-0.233344737,1.261714286
CHAD,-1.051387281,-0.689722951,-6.591213062,1.15E-09,3.38E-07,11.76512308,-1.413628947,-0.362241667
MMP3,1.34788515,1.366879508,6.501934834,1.79E-09,4.79E-07,11.34315901,2.294931579,0.947046429
THBS4,-0.882634586,0.070052459,-6.46030366,2.20E-09,5.39E-07,11.14731789,-0.537663158,0.344971429
IGDCC4,-0.502339662,-0.238555738,-6.402386676,2.93E-09,6.20E-07,10.87586406,-0.584428947,-0.082089286
PRND,-0.982680013,-0.085403279,-6.400687946,2.95E-09,6.20E-07,10.86791995,-0.762002632,0.220677381
SFRP4,-0.711525439,0.047110656,-6.273351528,5.50E-09,1.08E-06,10.27537092,-0.442792105,0.268733333
SIGLEC6,-0.571864286,0.382392623,-6.212304557,7.40E-09,1.36E-06,9.993395053,-0.01135,0.560514286
CLEC4C,-0.908678446,0.39212377,-6.17963654,8.66E-09,1.50E-06,9.843074334,-0.233523684,0.675154762
AGER,-0.818231203,-0.390430328,-6.151921078,9.90E-09,1.62E-06,9.715859821,-0.953802632,-0.135571429
IL1RL1,0.76582312,0.750967213,6.048225151,1.63E-08,2.52E-06,9.242521504,1.278255263,0.512432143
FAP,-0.49480119,-0.158817213,-6.00298507,2.02E-08,2.97E-06,9.037338823,-0.4995,-0.00469881
FCRL1,-0.825846303,0.026941803,-5.867974287,3.83E-08,5.36E-06,8.429930695,-0.541673684,0.284172619
CD200R1,-0.566439599,0.153191803,-5.855797109,4.06E-08,5.42E-06,8.375515692,-0.236815789,0.32962381
CXCL13,1.252099812,1.106259016,5.758460621,6.40E-08,8.18E-06,7.942809836,1.968360526,0.716260714
SERPINA9,-1.019565038,-0.129962295,-5.686067251,8.96E-08,1.10E-05,7.623630875,-0.831957895,0.187607143
CCDC80,-0.619157957,0.956084426,-5.512489046,1.99E-07,2.34E-05,6.86782573,0.529778947,1.148936905
SIT1,-1.108136278,1.634310656,-5.430249074,2.89E-07,3.26E-05,6.514555617,0.871331579,1.979467857
CBLN4,-0.491290852,0.383536885,-5.396390946,3.36E-07,3.53E-05,6.370040324,0.045271053,0.536561905
CD72,-0.748833709,0.550861475,-5.396108925,3.37E-07,3.53E-05,6.368838877,0.035271053,0.784104762
COL1A1,-0.738141416,-0.478618852,-5.331455308,4.50E-07,4.56E-05,6.094413883,-0.986847368,-0.248705952
CRH,-1.06524693,-0.780356557,-5.316364673,4.81E-07,4.72E-05,6.030652089,-1.513805263,-0.448558333
SERPINA3,0.259219799,0.317328689,5.290250873,5.41E-07,5.13E-05,5.920577291,0.495807895,0.236588095
MATN3,0.607413346,1.315283607,5.273018341,5.84E-07,5.36E-05,5.848122094,1.733502632,1.126089286
GGH,-0.565389787,-0.019570492,-5.255227404,6.32E-07,5.63E-05,5.773472781,-0.408855263,0.156534524
CD79B,-0.641709085,0.78817459,-5.243458004,6.66E-07,5.75E-05,5.724175533,0.346342105,0.98805119
LAMA4,-0.44849906,0.5943,-5.206450373,7.84E-07,6.58E-05,5.569615369,0.285497368,0.733996429
BGLAP,-1.499672431,-2.11134918,-5.137064949,1.06E-06,8.68E-05,5.281689733,-3.143910526,-1.644238095
INSL5,0.913442982,0.089348361,5.064907946,1.46E-06,0.000111216,4.984873912,0.718276316,-0.195166667
GALNT7,-0.269121805,0.143618033,-5.072953526,1.41E-06,0.000111216,5.017835814,-0.041678947,0.227442857
CD5,-0.595866792,0.464892623,-5.061868732,1.48E-06,0.000111216,4.972431332,0.054623684,0.650490476
IDO1,-1.266024687,-0.104995082,-5.01816177,1.78E-06,0.000131015,4.794028575,-0.976684211,0.289340476
ENPP6,-0.410582456,0.142530328,-4.999527829,1.93E-06,0.000138513,4.718274001,-0.140165789,0.270416667
LTA,-0.543298246,0.205542623,-4.991380538,2.00E-06,0.000140042,4.685209625,-0.168531579,0.374766667
CPQ,-0.410347368,0.598036885,-4.979537422,2.11E-06,0.000143932,4.637209167,0.315502632,0.72585
FCAMR,-0.891000877,0.411591803,-4.938713209,2.51E-06,0.000167559,4.47232067,-0.201884211,0.689116667
IL10,1.29376698,1.38062541,4.861477878,3.48E-06,0.00022759,4.162824608,2.271415789,0.97764881
NTRK2,-0.26280708,0.258262295,-4.790765724,4.70E-06,0.000299981,3.882329891,0.077313158,0.340120238
IL15,0.553045927,0.487209016,4.77874668,4.94E-06,0.000306128,3.834929315,0.867994737,0.31494881
SIGLEC8,0.576857393,1.072672131,4.770856343,5.10E-06,0.000306128,3.803855328,1.469852632,0.892995238
MMP9,0.843165476,2.508759836,4.77484308,5.02E-06,0.000306128,3.81955168,3.0893,2.246134524
CD22,-0.747252945,0.249483607,-4.757954556,5.39E-06,0.000316643,3.753120135,-0.265018421,0.482234524
ENO3,-0.668810338,-0.510378689,-4.749855725,5.57E-06,0.000318552,3.72131986,-0.970871053,-0.302060714
GALNT2,-0.332056642,0.358534426,-4.747125879,5.64E-06,0.000318552,3.710609353,0.129905263,0.461961905
KLK7,-0.567206454,-0.567719672,-4.721021935,6.28E-06,0.000335784,3.608403012,-0.958255263,-0.39104881
KIT,-0.35440213,-0.249882787,-4.723593502,6.22E-06,0.000335784,3.618454536,-0.493897368,-0.139495238
MARCO,-0.345272744,0.261352459,-4.728586485,6.09E-06,0.000335784,3.637981367,0.023623684,0.368896429
FCRL2,-0.607105075,0.254690984,-4.715535427,6.43E-06,0.000337398,3.586970322,-0.163315789,0.443789286
SOST,-0.540985464,0.494134426,-4.689459823,7.16E-06,0.000369359,3.485341223,0.121652632,0.662638095
KLRB1,-0.585300125,0.317867213,-4.674306588,7.63E-06,0.000386482,3.426459763,-0.085126316,0.50017381
MMP12,-0.831614787,0.672131967,-4.666529859,7.88E-06,0.000392338,3.396292434,0.099544737,0.931159524
IDO1.3,-1.21760683,0.013218033,-4.612154529,9.85E-06,0.000482539,3.186332734,-0.825134211,0.392472619
CPVL,-0.410882331,0.019013115,-4.600657092,1.03E-05,0.000497149,3.142156685,-0.263889474,0.146992857
ADGRE1,-0.640170363,0.355496721,-4.596864841,1.05E-05,0.000497149,3.127602763,-0.085276316,0.554894048
AREG,0.652644674,1.445419672,4.577449676,1.14E-05,0.000529648,3.05322248,1.894781579,1.242136905
COL15A1,-0.36077218,0.329592623,-4.568017256,1.18E-05,0.000541816,3.01716602,0.081192105,0.441964286
CR2,-0.628832018,-0.166707377,-4.562911495,1.20E-05,0.000544692,2.997670439,-0.599673684,0.029158333
XCL1,-0.696709398,0.973477869,-4.55208665,1.26E-05,0.000560595,2.956388021,0.493776316,1.190485714
IDO1.1,-1.109080201,0.009386885,-4.54788563,1.28E-05,0.000561738,2.940385262,-0.754242105,0.354838095
SCGB3A2,1.105818985,1.811503279,4.537987371,1.33E-05,0.000576177,2.902721371,2.572886842,1.467067857
FOLR2,-0.42891485,0.14625,-4.530041705,1.38E-05,0.000586423,2.87252913,-0.149068421,0.279846429
MRC1,0.393713847,0.85412623,4.516016208,1.46E-05,0.000609143,2.819325656,1.125207895,0.731494048
PDCD1,-0.588596366,0.52222623,-4.513595702,1.47E-05,0.000609143,2.810155646,0.116963158,0.705559524
IDO1.2,-1.136657268,0.106190164,-4.49522696,1.58E-05,0.000646941,2.740679709,-0.676426316,0.460230952
IFNL1,-0.706506642,0.232302459,-4.453446227,1.87E-05,0.000748456,2.583402783,-0.254144737,0.452361905
APOD,0.412559398,0.323366393,4.452166426,1.88E-05,0.000748456,2.578601696,0.607423684,0.194864286
SKAP1,-1.397806266,2.313558197,-4.411919618,2.21E-05,0.000867367,2.428122642,1.351134211,2.748940476
LTB,-0.36816698,-0.46062377,-4.376882634,2.54E-05,0.000983876,2.297922684,-0.714115789,-0.34594881
TNFRSF9,-0.568521992,0.863972951,-4.329664644,3.07E-05,0.001170274,2.123645743,0.472531579,1.041053571
VSIG4,0.548060965,1.14059918,4.311337984,3.30E-05,0.001241589,2.056374094,1.517952632,0.969891667
CD28,-0.495056078,0.535231967,-4.273092555,3.83E-05,0.001423878,1.916658461,0.194373684,0.689429762
FCER2,-0.628679887,0.428635246,-4.256464651,4.08E-05,0.00150025,1.856199303,-0.004226316,0.624453571
CPA2,-0.691853885,-0.038957377,-4.243869423,4.29E-05,0.001556132,1.810518406,-0.515315789,0.176538095
NOS3,0.900944674,2.120609016,4.218113007,4.74E-05,0.001698635,1.717414931,2.740931579,1.839986905
SCN4B,-0.415327193,0.212702459,-4.1788369,5.51E-05,0.001952787,1.576249336,-0.073260526,0.342066667
APOH,0.319020175,0.492483607,4.16218322,5.88E-05,0.002009184,1.516689405,0.712136842,0.393116667
SERPINI1,-0.344996992,-0.466479508,-4.163978797,5.84E-05,0.002009184,1.523102552,-0.704018421,-0.359021429
TCL1A,-1.371310652,2.225594262,-4.167221017,5.77E-05,0.002009184,1.534687803,1.281413158,2.65272381
IDUA,-0.396429637,0.299827869,-4.123844306,6.81E-05,0.002299771,1.38025022,0.026876316,0.423305952
HMOX1,0.532797243,1.212927049,4.110081804,7.17E-05,0.002342756,1.331503501,1.579771053,1.04697381
CD244,-0.305803258,0.371718852,-4.112807873,7.10E-05,0.002342756,1.341149511,0.161165789,0.466969048
CD4,-0.324706203,0.737515574,-4.112897249,7.10E-05,0.002342756,1.341465842,0.513947368,0.838653571
ADIPOQ,0.741365414,0.833838525,4.08711499,7.83E-05,0.002447484,1.250428054,1.344286842,0.602921429
DPT,-0.273662343,0.725581148,-4.09467446,7.61E-05,0.002447484,1.277076083,0.537157895,0.810820238
CR1,-0.370115226,0.480836066,-4.091664186,7.69E-05,0.002447484,1.266460066,0.226002632,0.596117857
TNFRSF4,-0.478841541,0.959470492,-4.08931184,7.76E-05,0.002447484,1.258168385,0.629776316,1.108617857
BLNK,-0.675273496,1.442658197,-4.056763414,8.78E-05,0.002716216,1.143809458,0.977715789,1.652989286
LMOD1.2,0.438466855,1.167744262,4.04785549,9.08E-05,0.002779694,1.112631952,1.469639474,1.031172619
NPTX2,0.413841479,0.795420492,4.042246219,9.27E-05,0.002781073,1.093026298,1.080360526,0.666519048
CNTN2,-0.447663784,0.256432787,-4.044734961,9.19E-05,0.002781073,1.101722463,-0.051794737,0.395869048
TGFA,0.785763596,1.060987705,4.032281657,9.63E-05,0.002829488,1.058248809,1.602005263,0.816241667
LMOD1.3,0.449223559,1.233195902,4.03410491,9.56E-05,0.002829488,1.064607305,1.542497368,1.09327381
CD160,-0.574001692,0.273359016,-4.012295892,0.000103767,0.003019509,0.988692844,-0.121855263,0.452146429
PLXDC1,-0.293390226,0.361309016,-4.002343118,0.000107703,0.00310332,0.954152628,0.159302632,0.452692857
GP2,0.903311842,1.144084426,3.974659698,0.000119415,0.00337615,0.858424376,1.766036842,0.862725
F3,0.269286278,0.725508197,3.974537927,0.000119469,0.00337615,0.858004418,0.910918421,0.641632143
TNC,0.475153822,0.831747541,3.948585876,0.00013155,0.003682153,0.768727564,1.158902632,0.68374881
CSF1R,-0.39247713,0.260682787,-3.929407207,0.000141218,0.003915463,0.703040448,-0.009547368,0.382929762
CCN3,-0.403002945,0.481909016,-3.923113357,0.000144535,0.003969995,0.681537632,0.204431579,0.607434524
CRIP2,-0.51272005,0.908559836,-3.861958491,0.00018088,0.004922292,0.473991997,0.555539474,1.068259524
PAM,-0.254247682,0.320042623,-3.848987219,0.000189636,0.005066724,0.430295866,0.144986842,0.399234524
OSM,0.876879699,2.061333607,3.850154408,0.000188832,0.005066724,0.434223073,2.665086842,1.788207143
ADAMTS13,-0.315562594,0.274327869,-3.823118367,0.000208315,0.005515653,0.343494036,0.057055263,0.372617857
SELL,-0.250689098,0.034145082,-3.814327787,0.000215051,0.005643174,0.3141017,-0.138460526,0.112228571
SLAMF6,-0.398585401,1.316001639,-3.786729028,0.000237571,0.006089162,0.222166417,1.041565789,1.44015119
MEP1B,-0.889970238,-1.210833607,-3.787801757,0.000236656,0.006089162,0.225730047,-1.8236,-0.933629762
LY9,-0.317410589,0.304771311,-3.78592197,0.000238263,0.006089162,0.219485877,0.086226316,0.403636905
PI16,-0.336489724,0.130889344,-3.741929483,0.000278961,0.007067821,0.074050876,-0.100792105,0.235697619
TREML2,-0.310309712,0.589966393,-3.726322271,0.000294923,0.007408373,0.022777293,0.376310526,0.686620238
RARRES2,-0.363959461,0.708458197,-3.717908019,0.000303884,0.00756878,-0.004795279,0.457863158,0.821822619
GZMA,-0.566818421,0.5376,-3.711608251,0.000310762,0.007675032,-0.025406602,0.147331579,0.71415
CEP112,-0.545371053,0.582430328,-3.670682699,0.000359162,0.008796468,-0.158628947,0.206928947,0.7523
HAVCR1,0.54511792,1.368186066,3.660276925,0.00037256,0.008902071,-0.192314669,1.743513158,1.198395238
CCL22,-0.575330764,0.821018852,-3.660864578,0.000371791,0.008902071,-0.190414343,0.424889474,1.000220238
TNFRSF13B,-0.385298997,0.321048361,-3.661427887,0.000371055,0.008902071,-0.188592509,0.055760526,0.441059524
IFNG,-1.097286341,-0.407372951,-3.622957995,0.000424606,0.010063841,-0.312495407,-1.162881579,-0.065595238
TREH,-0.701056955,0.217384426,-3.608315295,0.000446846,0.010506239,-0.359380748,-0.265310526,0.435746429
FAM171B,-0.244319612,0.164551639,-3.596264065,0.000465971,0.010783373,-0.397853898,-0.003668421,0.24065119
SH2D1A,-1.047429386,2.460909836,-3.597620477,0.00046378,0.010783373,-0.393528767,1.739728947,2.787158333
WFIKKN1,-0.365528634,-0.550387705,-3.592740255,0.000471708,0.010830847,-0.409083991,-0.802063158,-0.436534524
S100A16,0.543781704,0.62410082,3.583411176,0.000487219,0.011100276,-0.438772215,0.998507895,0.45472619
CD7,-0.409413283,0.521701639,-3.577312927,0.000497617,0.011249969,-0.458145261,0.239810526,0.64922381
CD70,-0.374532957,0.382654098,-3.570186742,0.000510033,0.011442652,-0.480750169,0.124778947,0.499311905
L1CAM,-0.282289599,0.034947541,-3.56573775,0.000517932,0.011531845,-0.494844338,-0.159415789,0.12287381
MELTF,-0.284384962,-0.076686066,-3.535396859,0.000574961,0.012705331,-0.590583793,-0.272492105,0.011892857
DLK1,-0.483590852,0.357685246,-3.529798913,0.000586109,0.012855032,-0.608175506,0.024721053,0.508311905
PRCP,-0.293884085,0.444888525,-3.523881304,0.000598115,0.013021192,-0.626747192,0.242542105,0.53642619
CCL21,-0.328310401,1.066415574,-3.496593275,0.00065654,0.01418802,-0.712059779,0.840365789,1.16867619
GFRA3,-0.273543484,0.412659836,-3.484373979,0.000684407,0.014682281,-0.750086916,0.224318421,0.497861905
LMOD1,0.424193358,1.164937705,3.45405641,0.000758431,0.016152374,-0.843967654,1.457005263,1.032811905
PTPRC,-0.329914724,0.537762295,-3.444775982,0.000782553,0.016546219,-0.872571118,0.310607895,0.640522619
IGFBP1,1.180889348,0.380691803,3.438127573,0.000800276,0.016800078,-0.893023613,1.193763158,0.01287381
CSF3,-0.466106704,-0.923481967,-3.434337077,0.000810548,0.016895044,-0.904669818,-1.244407895,-0.77830119
PTPRS,-0.234562155,0.10689918,-3.428102192,0.000827715,0.017131362,-0.923803433,-0.054602632,0.179959524
CFC1,0.311913659,0.900808197,3.425423582,0.000835194,0.01716528,-0.932014788,1.115568421,0.803654762
CHGA,0.940096805,2.85344918,3.41996007,0.000850647,0.01736146,-0.948747006,3.500728947,2.560632143
GPNMB,-0.248459398,0.531446721,-3.389611751,0.000941482,0.019082861,-1.041289958,0.360376316,0.608835714
MAMDC2,0.393418985,0.113808197,3.371482281,0.001000005,0.020130233,-1.096248825,0.384686842,-0.008732143
CD83,-0.323662594,0.768004918,-3.339131735,0.001112987,0.022252167,-1.193712884,0.545155263,0.868817857
CEACAM6,0.60825495,1.887740984,3.333226069,0.00113486,0.022384929,-1.211421137,2.306539474,1.698284524
CD48,-0.273093484,0.38745,-3.333802168,0.001132709,0.022384929,-1.209694839,0.199418421,0.472511905
RGMA,0.273564035,0.249941803,3.320194139,0.001184559,0.023209456,-1.250405582,0.438297368,0.164733333
VEGFB,-0.215635714,0.566020492,-3.303674735,0.001250484,0.024338891,-1.299640214,0.41755,0.633185714
VCAN,0.285555201,0.703530328,3.295825639,0.001282996,0.024807395,-1.322962127,0.900142105,0.614586905
B4GALT1,0.203367607,0.59452377,3.287619789,0.001317828,0.025149981,-1.347294638,0.734547368,0.531179762
EDN1,0.314472995,1.521856557,3.288380958,0.00131456,0.025149981,-1.345039697,1.738378947,1.423905952
TNFSF11,-0.521783271,-0.05587623,-3.282212728,0.001341261,0.025374519,-1.363300353,-0.415136842,0.106646429
THY1,-0.279115351,0.346104098,-3.280933566,0.001346861,0.025374519,-1.367083652,0.153926316,0.433041667
NXPH3,-0.251406015,0.455236066,-3.270751879,0.001392221,0.02600759,-1.397153492,0.282136842,0.533542857
ANPEP,0.205274311,0.287218852,3.269441386,0.001398162,0.02600759,-1.401018137,0.428555263,0.223280952
MCAM,0.2797151,0.603580328,3.265883388,0.001414411,0.026144371,-1.411504144,0.796171053,0.516455952
SGSH,-0.506309398,0.380582787,-3.252074308,0.00147916,0.02717032,-1.452111331,0.031976316,0.538285714
GHR,-0.235876316,-0.068369672,-3.247902939,0.001499256,0.027368407,-1.464349399,-0.230776316,0.0051
HPGDS,-0.274425501,0.062393443,-3.244527254,0.001515705,0.027497881,-1.474243437,-0.126555263,0.147870238
FABP4,0.496221992,1.094007377,3.237499999,0.001550488,0.027956347,-1.494812471,1.435668421,0.939446429
TNFRSF13C,-0.418116103,0.652701639,-3.228864398,0.001594251,0.028570147,-1.520037967,0.364818421,0.782934524
LMOD1.1,0.393998496,1.178056557,3.225328434,0.0016125,0.028722053,-1.530350574,1.449334211,1.055335714
HMCN2,-0.544485088,-1.249627049,-3.215638533,0.001663513,0.029452194,-1.558562439,-1.624518421,-1.080033333
ABCA2,-0.26577688,0.46464918,-3.206189696,0.0017147,0.030176667,-1.586003739,0.281655263,0.547432143
PAMR1,-0.209438659,0.263635246,-3.202657197,0.00173421,0.030338358,-1.59624537,0.119431579,0.328870238
CHGB,0.370770927,0.800759836,3.189868571,0.001806584,0.031417465,-1.6332434,1.056044737,0.68527381
IL1R2,0.169868797,0.221188525,3.184578949,0.001837333,0.03176425,-1.648510028,0.338147368,0.168278571
IL4,-1.271567544,0.283621311,-3.180166959,0.001863352,0.031875002,-1.661227334,-0.591884211,0.679683333
CD300LG,0.290440226,0.505222131,3.179816964,0.001865431,0.031875002,-1.662235537,0.705197368,0.414757143
XG,-0.426848747,0.642059016,-3.174460353,0.001897514,0.032235794,-1.677654228,0.348163158,0.775011905
GZMB,-0.845007018,1.251284426,-3.171700068,0.001914246,0.032333149,-1.685590981,0.669476316,1.514483333
NCAN,0.310442982,0.469728689,3.16924084,0.001929268,0.032400682,-1.69265718,0.683476316,0.373033333
SIGLEC7,-0.242136278,0.482098361,-3.162974885,0.001968041,0.032864056,-1.71064047,0.315381579,0.557517857
GFRAL,-0.420864411,0.51724918,-3.159563915,0.001989451,0.033033886,-1.720417306,0.227473684,0.648338095
COQ7,0.372419674,0.237561475,3.156574863,0.002008391,0.033161015,-1.728977472,0.493981579,0.121561905
LRRN1,-0.330020113,-0.214596721,-3.151186207,0.002042958,0.033543323,-1.744392395,-0.441823684,-0.111803571
KRT19,0.562963972,2.541069672,3.132509769,0.002167088,0.035310343,-1.797646039,2.928684211,2.365720238
LAG3,-0.352070677,0.464117213,-3.131410455,0.002174608,0.035310343,-1.800772242,0.221707895,0.573778571
CDHR5,-0.341286654,-0.162813115,-3.128904918,0.002191838,0.035394572,-1.807893945,-0.397797368,-0.056510714
CDH5,-0.249715602,0.382709016,-3.116014286,0.002282505,0.036458059,-1.844457616,0.210773684,0.460489286
CD27,-0.350576378,0.582590984,-3.117178137,0.002274179,0.036458059,-1.841161671,0.341210526,0.691786905
SERPINA7,-0.156749624,0.161154918,-3.106206114,0.002353808,0.036981491,-1.872192119,0.053228947,0.209978571
CCL2,-0.408982393,1.398391803,-3.101498291,0.002388761,0.036981491,-1.885477989,1.116797368,1.525779762
MSTN,-0.440925063,-0.14002541,-3.103863013,0.002371145,0.036981491,-1.878806689,-0.443613158,-0.002688095
GDF2,-0.312985464,-0.94279918,-3.101229175,0.002390774,0.036981491,-1.88623694,-1.158297368,-0.845311905
BPIFB1,0.596836529,0.757484426,3.104275032,0.002368088,0.036981491,-1.877643867,1.168421053,0.571584524
ZBTB16,0.679996554,2.232231967,3.104069712,0.002369611,0.036981491,-1.878223348,2.700426316,2.020429762
CD93,-0.248557957,0.400967213,-3.09734549,0.002419992,0.037237466,-1.897183309,0.229828947,0.478386905
PTGDS,-0.257366855,0.615413934,-3.094043593,0.002445093,0.037427752,-1.906480696,0.438210526,0.695577381
CTSL,0.255015664,0.726704918,3.078322803,0.002567944,0.038825003,-1.950630953,0.902289474,0.64727381
OLFM4,1.08649104,1.621792623,3.079481505,0.002558698,0.038825003,-1.947383398,2.369868421,1.283377381
CRIM1,0.198983521,0.884134426,3.077315952,0.002576004,0.038825003,-1.95345206,1.021139474,0.822155952
ADAM22,-0.310707206,0.411216393,-3.068485683,0.002647698,0.039701958,-1.978159946,0.197286842,0.507994048
CNTN1,-0.221934461,0.386170492,-3.065555818,0.002671891,0.039861353,-1.98634458,0.233363158,0.455297619
FLT3,-0.176966165,-0.30309918,-3.048658642,0.002815452,0.041790981,-2.033416768,-0.424944737,-0.247978571
ADAMTSL4,0.250635276,0.989939344,3.043489101,0.002860778,0.042039132,-2.047773629,1.162507895,0.911872619
FASLG,-0.391216541,-0.243411475,-3.043931895,0.002856869,0.042039132,-2.046544717,-0.512773684,-0.121557143
CEACAM5,0.520693296,1.212031967,3.040360496,0.002888536,0.042235851,-2.056452269,1.570542105,1.04984881
KLK14,-0.354045175,0.236031967,-3.036126186,0.0029265,0.042519721,-2.068185921,-0.007736842,0.346308333
C1QTNF6,-0.283356266,0.345531967,-3.034976762,0.002936884,0.042519721,-2.071368661,0.150434211,0.433790476
CLEC7A,-0.337453258,0.585660656,-3.032578099,0.002958666,0.042625089,-2.078007201,0.353315789,0.690769048
FUCA1,-0.614257644,-0.14967377,-3.029646546,0.002985488,0.042801706,-2.086114459,-0.572605263,0.041652381
COL28A1,-0.481447556,0.166001639,-3.027913587,0.00300145,0.042821651,-2.090903826,-0.165486842,0.315960714
PTX3,0.358550501,0.843334426,3.019500569,0.003080063,0.043520698,-2.114121421,1.090205263,0.731654762
FGL1,0.556618672,1.05342541,3.019762069,0.003077591,0.043520698,-2.113400588,1.436671053,0.880052381
ACP5,0.227806203,0.803902459,2.993590706,0.003334267,0.046887133,-2.185276858,0.960752632,0.732946429
DMP1,0.439262719,0.603027869,2.98067487,0.003468084,0.048536659,-2.220550179,0.905471053,0.466208333
CD163,-0.28628703,0.524939344,-2.97821975,0.003494073,0.048668635,-2.227240287,0.327823684,0.614110714
CAPS,0.461694173,1.054288525,2.967904776,0.003605239,0.049745526,-2.255296271,1.372176316,0.910482143
CEACAM8,0.597091479,2.073048361,2.968661976,0.003596969,0.049745526,-2.253239595,2.484160526,1.887069048
CPXM2,-0.259052193,0.627303279,-2.956375014,0.003733344,0.051272424,-2.286556985,0.448939474,0.707991667
CNPY2,-0.516016855,1.21880082,-2.952261782,0.00378005,0.051672407,-2.297683788,0.863510526,1.379527381
FCRL5,-0.512554135,-0.308362295,-2.950436548,0.003800947,0.051717522,-2.302616985,-0.661268421,-0.148714286
NCR1,-0.393138471,0.370356557,-2.94727905,0.003837349,0.051972208,-2.31114477,0.099671053,0.492809524
TNFRSF8,-0.406381516,0.757385246,-2.945432329,0.003858788,0.052022829,-2.316128743,0.477581579,0.883963095
PPL,0.237416917,1.001035246,2.941531506,0.003904435,0.052397868,-2.326647499,1.164502632,0.927085714
IL2RG,-0.19418985,0.186636066,-2.934730372,0.00398521,0.053238776,-2.344958239,0.052931579,0.247121429
S100A14,0.370081767,0.444760656,2.925774427,0.00409392,0.054443573,-2.369014421,0.699571053,0.329489286
FABP9,-0.36086297,-0.068560656,-2.917267692,0.004199693,0.055349317,-2.391805014,-0.317023684,0.043839286
LYZL2,-0.248584774,0.207954098,-2.918385039,0.004185658,0.055349317,-2.388814787,0.036797368,0.285382143
KLRK1,-0.39568208,0.0973,-2.912044685,0.004265874,0.055571391,-2.405769591,-0.175136842,0.220545238
CLSTN3,-0.230236967,0.641760656,-2.911465759,0.004273268,0.055571391,-2.407316109,0.483236842,0.71347381
OSCAR,-0.251344048,0.489606557,-2.914267128,0.004237597,0.055571391,-2.399830173,0.31655,0.567894048
PODXL2,0.200884461,0.330822951,2.903407908,0.004377414,0.056674974,-2.428813813,0.469136842,0.268252381
TIGIT,-0.274365539,0.497844262,-2.901109085,0.00440755,0.056814861,-2.434937408,0.308936842,0.583302381
CLEC3B,-0.174351817,-0.095836066,-2.89624071,0.004472,0.057393918,-2.447891859,-0.215881579,-0.041529762
CD34,-0.16436886,0.096611475,-2.891822118,0.004531242,0.057901398,-2.459633098,-0.016560526,0.147808333
PYDC1,-0.335440539,0.404345902,-2.889070045,0.004568504,0.057991748,-2.466938132,0.173386842,0.508827381
APOA1,0.210177193,0.152898361,2.888388378,0.004577777,0.057991748,-2.468746598,0.297610526,0.087433333
PROC,0.222262281,0.558395902,2.885857222,0.004612359,0.05817907,-2.475458518,0.711428947,0.489166667
MYOC,-0.333886529,-0.062081967,-2.881639479,0.004670517,0.058411276,-2.486631431,-0.291971053,0.041915476
FLRT2,-0.255698559,0.327657377,-2.881735284,0.004669189,0.058411276,-2.486377798,0.151602632,0.40730119
CPB1,-0.407048747,0.43882623,-2.87280496,0.004794519,0.05970802,-2.509988213,0.158563158,0.565611905
KLK10,-0.279421554,0.049062295,-2.866724783,0.004881606,0.06053603,-2.526026763,-0.143326316,0.136095238
AGT,0.143726065,-0.142835246,2.860382055,0.004973994,0.061165558,-2.542726324,-0.043876316,-0.187602381
PLIN1,0.321279637,0.445814754,2.861174775,0.00496236,0.061165558,-2.540640962,0.667023684,0.345744048
LY75,-0.280837281,0.455734426,-2.855779819,0.005042029,0.06174385,-2.554823216,0.262371053,0.543208333
C1GALT1C1,-0.238077444,0.286759016,-2.853755144,0.005072229,0.061855939,-2.560139655,0.122836842,0.360914286
DRAXIN,-0.343358208,0.759836885,-2.844384115,0.005214174,0.0633242,-2.584703465,0.523426316,0.866784524
KLRF1,-0.468453008,0.737559836,-2.817558694,0.00564082,0.068223748,-2.654629224,0.415018421,0.883471429
JCHAIN,-0.259250251,0.185397541,-2.806150515,0.005831739,0.070015274,-2.684191145,0.006897368,0.266147619
ACE2,0.371979073,0.911438525,2.804466569,0.005860414,0.070015274,-2.688545839,1.167555263,0.79557619
SCPEP1,-0.39112807,1.377506557,-2.805292463,0.005846334,0.070015274,-2.686410358,1.108205263,1.499333333
